style_id,category,price_level,true_state,week_idx,view_uv,detail_uv,tryon_uv,tryon_result_uv,want_uv,want_after_tryon_uv,confirm_direct_uv,confirm_detail_uv,confirm_after_tryon_uv,confirm_from_want_uv,total_confirm_uv,detail_rate,tryon_rate,want_rate,direct_confirm_rate,detail_confirm_rate,tryon_want_rate,tryon_confirm_rate,want_to_confirm_rate,total_confirm_rate,view_uv_growth,detail_uv_growth,tryon_uv_growth,want_uv_growth,total_confirm_uv_growth,confirm_after_tryon_uv_growth,detail_rate_pct,tryon_rate_pct,want_rate_pct,direct_confirm_rate_pct,detail_confirm_rate_pct,tryon_want_rate_pct,tryon_confirm_rate_pct,want_to_confirm_rate_pct,total_confirm_rate_pct,view_uv_growth_pct,detail_uv_growth_pct,tryon_uv_growth_pct,want_uv_growth_pct,total_confirm_uv_growth_pct,confirm_after_tryon_uv_growth_pct,hot_score,cold_risk_score,growth_score,label,label_3class,true_group,next_label,next_label_3class,next_true_group
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,0,622,203,243,226,219,88,87,29,48,44,208,0.3263665594855305,0.3906752411575562,0.3520900321543408,0.1398713826366559,0.1428571428571428,0.3893805309734513,0.2123893805309734,0.2009132420091324,0.3344051446945337,1.0,1.0,1.0,1.0,1.0,1.0,0.8148148148148148,0.9629629629629628,0.925925925925926,1.0,1.0,0.925925925925926,0.8518518518518519,0.8518518518518519,1.0,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.8962962962962961,0.1037037037037037,0.5185185185185185,Stable,Normal,HotUp,Stable,Normal,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,1,591,173,202,178,146,57,88,40,54,34,216,0.2927241962774958,0.3417935702199661,0.2470389170896785,0.1489001692047377,0.2312138728323699,0.3202247191011236,0.3033707865168539,0.2328767123287671,0.365482233502538,0.9502407704654896,0.8529411764705882,0.8319672131147541,0.6681818181818182,1.0382775119617225,1.1224489795918366,0.8148148148148148,0.925925925925926,0.7777777777777778,1.0,1.0,0.9629629629629628,1.0,0.8518518518518519,1.0,0.4074074074074074,0.3333333333333333,0.2962962962962963,0.074074074074074,0.8148148148148148,0.7407407407407407,0.9055555555555556,0.0944444444444444,0.4296296296296296,Stable,Normal,HotUp,Stable,Normal,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,2,607,187,250,221,207,80,78,19,51,42,190,0.3080724876441515,0.4118616144975288,0.3410214168039538,0.128500823723229,0.1016042780748663,0.3619909502262443,0.2307692307692307,0.2028985507246377,0.3130148270181219,1.027027027027027,1.0804597701149423,1.2364532019704433,1.4149659863945578,0.880184331797235,0.9454545454545454,0.8888888888888888,1.0,0.8888888888888888,1.0,0.925925925925926,0.8888888888888888,1.0,0.8148148148148148,0.9629629629629628,0.5555555555555556,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.2592592592592592,0.2592592592592592,0.9388888888888888,0.0611111111111111,0.6074074074074074,Stable,Normal,HotUp,Stable,Normal,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,3,664,204,245,225,197,78,65,35,73,49,222,0.3072289156626506,0.3689759036144578,0.2966867469879518,0.0978915662650602,0.1715686274509804,0.3466666666666667,0.3244444444444444,0.248730964467005,0.3343373493975903,1.09375,1.0904255319148937,0.9800796812749004,0.9519230769230768,1.1675392670157068,1.4230769230769231,0.7777777777777778,0.9629629629629628,0.8888888888888888,0.9629629629629628,1.0,0.925925925925926,0.9629629629629628,0.8518518518518519,1.0,0.7407407407407407,0.6666666666666666,0.6666666666666666,0.5185185185185185,0.7407407407407407,0.8148148148148148,0.9074074074074072,0.0925925925925926,0.6703703703703703,Stable,Normal,HotUp,HotUp,HotUp,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,4,832,240,335,304,267,103,100,23,77,65,265,0.2884615384615384,0.4026442307692308,0.3209134615384615,0.1201923076923077,0.0958333333333333,0.3388157894736842,0.2532894736842105,0.2434456928838951,0.3185096153846153,1.2526315789473683,1.175609756097561,1.3658536585365857,1.3535353535353536,1.1928251121076232,1.054054054054054,0.7777777777777778,1.0,0.925925925925926,1.0,0.9629629629629628,0.9629629629629628,1.0,0.8888888888888888,0.9629629629629628,0.8888888888888888,0.8148148148148148,0.8518518518518519,0.8888888888888888,0.7037037037037037,0.6296296296296297,0.9388888888888888,0.0611111111111111,0.8148148148148149,HotUp,HotUp,HotUp,Stable,Normal,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,5,913,277,365,318,272,105,111,40,77,58,286,0.3033953997809419,0.3997809419496166,0.2979189485213581,0.1215772179627601,0.1444043321299639,0.330188679245283,0.2421383647798742,0.213235294117647,0.3132530120481928,1.0972388955582233,1.1535269709543567,1.0892857142857142,1.0186567164179106,1.0789473684210529,1.0,0.8518518518518519,1.0,0.925925925925926,1.0,1.0,0.8888888888888888,1.0,0.8148148148148148,1.0,0.6666666666666666,0.7407407407407407,0.6296296296296297,0.6296296296296297,0.5925925925925926,0.5740740740740741,0.9388888888888888,0.0611111111111111,0.6407407407407407,Stable,Normal,HotUp,Stable,Normal,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,6,904,276,340,308,279,108,109,43,74,55,281,0.3053097345132743,0.3761061946902654,0.3086283185840708,0.120575221238938,0.1557971014492753,0.3506493506493506,0.2402597402597402,0.1971326164874552,0.3108407079646018,0.9901531728665208,0.9964028776978416,0.9316939890710384,1.0256410256410255,0.9825783972125436,0.9615384615384616,0.8888888888888888,0.9629629629629628,0.8888888888888888,1.0,1.0,0.925925925925926,0.9629629629629628,0.8888888888888888,0.9629629629629628,0.2962962962962963,0.2962962962962963,0.2222222222222222,0.3703703703703703,0.3703703703703703,0.3703703703703703,0.9351851851851852,0.0648148148148148,0.3185185185185185,Stable,Normal,HotUp,Stable,Normal,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,7,844,255,325,286,249,112,102,38,73,53,266,0.3021327014218009,0.3850710900473933,0.2950236966824645,0.1208530805687203,0.1490196078431372,0.3916083916083916,0.2552447552447552,0.2128514056224899,0.3151658767772511,0.9337016574585636,0.924187725631769,0.9560117302052786,0.8928571428571429,0.946808510638298,0.9866666666666668,0.8518518518518519,1.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.8888888888888888,0.9629629629629628,0.2962962962962963,0.3333333333333333,0.4074074074074074,0.3333333333333333,0.3703703703703703,0.2962962962962963,0.9388888888888888,0.0611111111111111,0.3537037037037037,Stable,Normal,HotUp,HotUp,HotUp,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,8,1158,327,423,376,339,121,133,47,77,80,337,0.2823834196891192,0.3652849740932642,0.2927461139896373,0.114853195164076,0.1437308868501529,0.3218085106382978,0.2047872340425532,0.2359882005899705,0.2910189982728843,1.3715976331360946,1.28125,1.3006134969325154,1.36,1.2659176029962549,1.054054054054054,0.8518518518518519,1.0,0.8888888888888888,1.0,0.9629629629629628,0.9629629629629628,0.925925925925926,0.8888888888888888,0.9629629629629628,0.925925925925926,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7407407407407407,0.5185185185185185,0.925925925925926,0.074074074074074,0.8277777777777778,HotUp,HotUp,HotUp,HotUp,HotUp,HotUp
xhs-68e8aa600000000003035e44,猫眼,mid,HotUp,9,1177,361,465,422,359,142,139,56,94,86,375,0.3067119796091758,0.395072217502124,0.3050127442650807,0.1180968564146134,0.1551246537396121,0.3364928909952606,0.2227488151658767,0.2395543175487465,0.318606627017842,1.0163934426229508,1.103658536585366,1.099056603773585,1.0588235294117647,1.1124260355029585,1.2179487179487178,0.7407407407407407,0.9629629629629628,0.8888888888888888,0.9629629629629628,1.0,0.9629629629629628,0.9629629629629628,0.925925925925926,0.9629629629629628,0.6296296296296297,0.7037037037037037,0.8148148148148148,0.6666666666666666,0.8148148148148148,0.8148148148148148,0.9129629629629628,0.087037037037037,0.7407407407407407,HotUp,HotUp,HotUp,HotUp,HotUp,HotUp
